1.4811e+01 0.0000e+00
2.0711e+01 4.1900e-22
2.5711e+01 9.8600e-22
3.0711e+01 1.5000e-21
3.5711e+01 1.9500e-21
4.0711e+01 2.4500e-21
4.5711e+01 2.9900e-21
5.0711e+01 3.5200e-21
5.5711e+01 4.0700e-21
6.0711e+01 4.5200e-21
6.5711e+01 4.8500e-21
7.0711e+01 5.2600e-21
7.5711e+01 5.5600e-21
8.0711e+01 5.8400e-21
8.5711e+01 6.0600e-21
9.0711e+01 6.2200e-21
9.5711e+01 6.4000e-21
1.0571e+02 6.6300e-21
1.1571e+02 6.7100e-21
1.3571e+02 6.8000e-21
1.5571e+02 6.7000e-21
1.7571e+02 6.4700e-21
1.9571e+02 6.3100e-21
2.2071e+02 6.0600e-21
2.4571e+02 5.7200e-21
2.7071e+02 5.5300e-21
2.9571e+02 5.2400e-21
3.4571e+02 4.7000e-21
3.9571e+02 4.3300e-21
4.4571e+02 3.8800e-21
4.9571e+02 3.6100e-21
5.4571e+02 3.3900e-21
5.9571e+02 3.1100e-21
6.4571e+02 2.9900e-21
6.9571e+02 2.8300e-21
7.4571e+02 2.6800e-21
7.9571e+02 2.5200e-21
8.4571e+02 2.3800e-21
8.9571e+02 2.2900e-21
9.4571e+02 2.2200e-21
9.9571e+02 2.0900e-21
