1.7126e+01 0.0000e+00
2.3026e+01 4.1900e-22
2.8026e+01 9.8600e-22
3.3026e+01 1.5000e-21
3.8026e+01 1.9500e-21
4.3026e+01 2.4500e-21
4.8026e+01 2.9900e-21
5.3026e+01 3.5200e-21
5.8026e+01 4.0700e-21
6.3026e+01 4.5200e-21
6.8026e+01 4.8500e-21
7.3026e+01 5.2600e-21
7.8026e+01 5.5600e-21
8.3026e+01 5.8400e-21
8.8026e+01 6.0600e-21
9.3026e+01 6.2200e-21
9.8026e+01 6.4000e-21
1.0803e+02 6.6300e-21
1.1803e+02 6.7100e-21
1.3803e+02 6.8000e-21
1.5803e+02 6.7000e-21
1.7803e+02 6.4700e-21
1.9803e+02 6.3100e-21
2.2303e+02 6.0600e-21
2.4803e+02 5.7200e-21
2.7303e+02 5.5300e-21
2.9803e+02 5.2400e-21
3.4803e+02 4.7000e-21
3.9803e+02 4.3300e-21
4.4803e+02 3.8800e-21
4.9803e+02 3.6100e-21
5.4803e+02 3.3900e-21
5.9803e+02 3.1100e-21
6.4803e+02 2.9900e-21
6.9803e+02 2.8300e-21
7.4803e+02 2.6800e-21
7.9803e+02 2.5200e-21
8.4803e+02 2.3800e-21
8.9803e+02 2.2900e-21
9.4803e+02 2.2200e-21
9.9803e+02 2.0900e-21
