8.00e+00	8.25e-01
9.00e+00	9.63e-01
1.00e+01	9.82e-01
1.10e+01	1.01e+00
1.20e+01	1.07e+00
1.30e+01	1.15e+00
1.40e+01	1.23e+00
1.50e+01	1.29e+00
1.60e+01	1.34e+00
1.70e+01	1.38e+00
1.80e+01	1.42e+00
1.90e+01	1.44e+00
2.00e+01	1.45e+00
2.10e+01	1.46e+00
2.20e+01	1.47e+00
2.30e+01	1.48e+00
2.40e+01	1.48e+00
2.50e+01	1.48e+00
2.60e+01	1.48e+00
2.70e+01	1.46e+00
2.80e+01	1.46e+00
2.90e+01	1.45e+00
3.00e+01	1.44e+00
3.10e+01	1.44e+00
3.20e+01	1.43e+00
3.30e+01	1.42e+00
3.40e+01	1.40e+00
3.50e+01	1.39e+00
3.60e+01	1.38e+00
3.70e+01	1.37e+00
3.80e+01	1.36e+00
3.90e+01	1.35e+00
4.00e+01	1.33e+00
4.10e+01	1.32e+00
4.20e+01	1.31e+00
4.30e+01	1.30e+00
4.40e+01	1.29e+00
4.50e+01	1.28e+00
4.60e+01	1.27e+00
4.70e+01	1.25e+00
4.80e+01	1.24e+00
4.90e+01	1.23e+00
5.00e+01	1.22e+00
5.50e+01	1.17e+00
6.00e+01	1.12e+00
6.50e+01	1.08e+00
7.00e+01	1.03e+00
7.50e+01	9.96e-01
8.50e+01	9.23e-01
1.00e+02	8.38e-01
1.50e+02	6.45e-01
2.00e+02	5.29e-01
